sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate
MF143248	AL_RAC-SK	RAC-SK	CAN	Canada	St. Andrews, Charlotte, NB	2015	2015	2015	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NB.2015.0583
MF143249	AL_RAC-SK	RAC-SK	CAN	Canada	St. Andrews, Charlotte, NB	2015	2015	2015	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NB.2015.0671
MF143250	AL_RAC-SK	RAC-SK	CAN	Canada	Chamcook, Charlotte, NB	2015	2015	2015	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NB.2015.0672
MF143252	AL_RAC-SK	RAC-SK	CAN	Canada	Bayside, Charlotte, NB	2015	2015	2015	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NB.2015.0835
MF143253	AL_RAC-SK	RAC-SK	CAN	Canada	Pennfield, Charlotte, NB	2015	2015	2015	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NB.2015.0921
MF143254	AL_RAC-SK	RAC-SK	CAN	Canada	McAdam, York, NB	2015	2015	2015	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NB.2015.1049
MF143255	AL_RAC-SK	RAC-SK	CAN	Canada	Hamilton, Hamilton, ON	2015	2015	2015	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	ON.2015.1361
MF143256	AL_RAC-SK	RAC-SK	CAN	Canada	Noyan, Le Haut-Richelieu, QC	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.6390
MF143257	AL_RAC-SK	RAC-SK	USA	United States	Adams, Jefferson, NY	2004	2004	2004	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2004.2753
MF143258	AL_RAC-SK	RAC-SK	USA	United States	Watertown, Jefferson, NY	2004	2004	2004	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2004.8025
MF143259	AL_RAC-SK	RAC-SK	CAN	Canada	Mont-Saint-Gregoire, Brome-Missisquoi, QC	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.0909
MF143260	AL_RAC-SK	RAC-SK	CAN	Canada	Saint-Armand, Brome-Missisquoi, QC	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.2234
MF143261	AL_RAC-SK	RAC-SK	CAN	Canada	Frelighsburg, Brome-Missisquoi, QC	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.2783
MF143262	AL_RAC-SK	RAC-SK	CAN	Canada	Saint-Armand, Brome-Missisquoi, QC	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.2937
MF143263	AL_RAC-SK	RAC-SK	CAN	Canada	Saint-Armand, Brome-Missisquoi, QC	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.2975
MF143264	AL_RAC-SK	RAC-SK	CAN	Canada	Saint-Pierre-de-Veronne-a-Pike-River, Brome-Missisquoi, QC	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.2986
MF143265	AL_RAC-SK	RAC-SK	CAN	Canada	Saint-Pierre-de-Veronne-a-Pike-River, Brome-Missisquoi, QC	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.3122
MF143266	AL_RAC-SK	RAC-SK	CAN	Canada	Saint-S_bastien, Brome-Missisquoi, QC	2007	2007	2007	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.3211
MF143267	AL_RAC-SK	RAC-SK	CAN	Canada	Noyan, Brome-Missisquoi, QC	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.3658
MF143268	AL_RAC-SK	RAC-SK	CAN	Canada	Noyan, Brome-Missisquoi, QC	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.3659
MF143269	AL_RAC-SK	RAC-SK	CAN	Canada	Saint-Pierre-de-Veronne-a-Pike-River, Brome-Missisquoi, QC	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.3870
MF143270	AL_RAC-SK	RAC-SK	CAN	Canada	Saint-Armand, Brome-Missisquoi, QC	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.4485
MF143272	AL_RAC-SK	RAC-SK	CAN	Canada	Farnham, Brome-Missisquoi, QC	2008	2008	2008	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2008.0750
MF143273	AL_RAC-SK	RAC-SK	CAN	Canada	Noyan, Le Haut-Richelieu, QC	2008	2008	2008	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2008.1846
MF143274	AL_RAC-SK	RAC-SK	CAN	Canada	Farnham, Le Haut-Richelieu, QC	2008	2008	2008	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2008.1848
MF143277	AL_RAC-SK	RAC-SK	CAN	Canada	St Regis, Akwesasne Reservation, QC	2015	2015	2015	11925	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2015.0488
MF143279	AL_RAC-SK	RAC-SK	USA	United States	Clarendon, Rutland, VT	2006	2006	2006	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	VT.2006.0166
MF143282	AL_RAC-SK	RAC-SK	USA	United States	Lyndon, Caledonia, VT	2007	2007	2007	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	VT.2007.0092
MF143283	AL_RAC-SK	RAC-SK	USA	United States	Stowe, Lamoille, VT	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	VT.2007.0297
MF143284	AL_RAC-SK	RAC-SK	USA	United States	Pownal, Bennington, VT	2007	2007	2007	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	VT.2007.0308
MF143286	AL_RAC-SK	RAC-SK	USA	United States	Essex, Chittenden, VT	2007	2007	2007	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	VT.2007.0412
MF143287	AL_RAC-SK	RAC-SK	USA	United States	Danville, Caledonia, VT	2007	2007	2007	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	VT.2007.0492
MF143289	AL_RAC-SK	RAC-SK	USA	United States	Stowe, Lamoille, VT	2009	2009	2009	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	VT.2009.0370
MF143290	AL_RAC-SK	RAC-SK	USA	United States	Kendall, Orleans, NY	1994	1994	1994	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.1994.1330
MF143291	AL_RAC-SK	RAC-SK	USA	United States	Black Brook, Clinton, NY	1995	1995	1995	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.1995.3745
MF143292	AL_RAC-SK	RAC-SK	USA	United States	Sterling, Cayuga, NY	2003	2003	2003	11925	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2003.1694
MF143293	AL_RAC-SK	RAC-SK	USA	United States	Kendall, Orleans, NY	2003	2003	2003	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2003.1995
MF143295	AL_RAC-SK	RAC-SK	USA	United States	Albion, Orleans, NY	2003	2003	2003	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2003.8176
MF143297	AL_RAC-SK	RAC-SK	USA	United States	Middlebury, Wyoming, NY	2004	2004	2004	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2004.0353
MF143298	AL_RAC-SK	RAC-SK	USA	United States	Adams, Jefferson, NY	2004	2004	2004	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2004.1133
MF143299	AL_RAC-SK	RAC-SK	USA	United States	Williamson, Wayne, NY	2004	2004	2004	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2004.1285
MF143300	AL_RAC-SK	RAC-SK	USA	United States	Niagara Falls, Niagara, NY	2004	2004	2004	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2004.1600
MF143301	AL_RAC-SK	RAC-SK	USA	United States	Sterling, Cayuga, NY	2004	2004	2004	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2004.1974
MF143302	AL_RAC-SK	RAC-SK	USA	United States	Newstead, Erie, NY	2004	2004	2004	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2004.4289
MF143303	AL_RAC-SK	RAC-SK	USA	United States	Kendall, Orleans, NY	2004	2004	2004	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2004.4875
MF143304	AL_RAC-SK	RAC-SK	USA	United States	Sodus, Wayne, NY	2004	2004	2004	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2004.5301
MF143309	AL_RAC-SK	RAC-SK	USA	United States	Gouveneur, St Lawrence, NY	2010	2010	2010	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2010.1178
MF143310	AL_RAC-SK	RAC-SK	USA	United States	Gouveneur, St Lawrence, NY	2010	2010	2010	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2010.1233
MF143312	AL_RAC-SK	RAC-SK	USA	United States	Yates, Orleans, NY	2010	2010	2010	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2010.1349
MF143313	AL_RAC-SK	RAC-SK	USA	United States	Sherman, Chautauqua, NY	2010	2010	2010	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2010.1444
MF143314	AL_RAC-SK	RAC-SK	USA	United States	Horseheads, Chemung, NY	2010	2010	2010	11925	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2010.1962
MF143315	AL_RAC-SK	RAC-SK	USA	United States	Orchard Parl, Erie, NY	2010	2010	2010	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2010.1986
MF143316	AL_RAC-SK	RAC-SK	USA	United States	Byron, Genesee, NY	2010	2010	2010	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2010.2167
MF143318	AL_RAC-SK	RAC-SK	USA	United States	Niagra, Niagara, NY	2014	2014	2014	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2010.2456
MF143320	AL_RAC-SK	RAC-SK	USA	United States	Porter, Niagara, NY	2010	2010	2010	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2010.5558
MF143322	AL_RAC-SK	RAC-SK	USA	United States	Carlton, Orleans, NY	2010	2010	2010	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2010.5742
MF143324	AL_RAC-SK	RAC-SK	USA	United States	Adams, Jefferson, NY	2011	2011	2011	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2011.0862
MF143325	AL_RAC-SK	RAC-SK	USA	United States	Amherst, Erie, NY	2011	2011	2011	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2011.1089
MF143326	AL_RAC-SK	RAC-SK	USA	United States	Ellisburg, Jefferson, NY	2011	2011	2011	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2011.2028
MF143328	AL_RAC-SK	RAC-SK	USA	United States	Batavia City, Genesee, NY	2011	2011	2011	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2011.4498
MF143329	AL_RAC-SK	RAC-SK	USA	United States	Amherst, Erie, NY	2011	2011	2011	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2011.5028
MF143336	AL_RAC-SK	RAC-SK	USA	United States	Wheatfield, Niagara, NY	2003	2003	2003	11925	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	NY.2003.8109
MF143341	AL_RAC-SK	RAC-SK	CAN	Canada	Dunham, Brome-Missisquoi, QC	2006	2006	2006	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2006.2049
MF143342	AL_RAC-SK	RAC-SK	CAN	Canada	Cowansville, Brome-Missisquoi, QC	2006	2006	2006	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2006.4930
MF143343	AL_RAC-SK	RAC-SK	CAN	Canada	Dunham, Brome-Missisquoi, QC	2006	2006	2006	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2006.5982
MF143344	AL_RAC-SK	RAC-SK	CAN	Canada	Mont-Saint-Gregoire, Brome-Missisquoi, QC	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.0910
MF143345	AL_RAC-SK	RAC-SK	CAN	Canada	Saint-Jean-sur-Richelieu, Brome-Missisquoi, QC	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.1065
MF143346	AL_RAC-SK	RAC-SK	CAN	Canada	Saint-Jean-sur-Richelieu, Brome-Missisquoi, QC	2007	2007	2007	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.1122
MF143347	AL_RAC-SK	RAC-SK	CAN	Canada	Saint-Armand, Brome-Missisquoi, QC	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.2892
MF143348	AL_RAC-SK	RAC-SK	CAN	Canada	Frelighsburg, Brome-Missisquoi, QC	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.2893
MF143349	AL_RAC-SK	RAC-SK	CAN	Canada	Saint-Pierre-de-Veronne-a-Pike-River, Brome-Missisquoi, QC	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.2939
MF143350	AL_RAC-SK	RAC-SK	CAN	Canada	Stanbridge East, Brome-Missisquoi, QC	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.2941
MF143351	AL_RAC-SK	RAC-SK	CAN	Canada	Saint-Armand, Brome-Missisquoi, QC	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.2942
MF143352	AL_RAC-SK	RAC-SK	CAN	Canada	Saint-S_bastien, Brome-Missisquoi, QC	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.3246
MF143353	AL_RAC-SK	RAC-SK	CAN	Canada	Frelighsburg, Brome-Missisquoi, QC	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.3657
MF143354	AL_RAC-SK	RAC-SK	CAN	Canada	Bedford, Brome-Missisquoi, QC	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.5318
MF143355	AL_RAC-SK	RAC-SK	CAN	Canada	Sainte-Anne-de-Sabrevois, Le Haut-Richelieu, QC	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.5827
MF143356	AL_RAC-SK	RAC-SK	CAN	Canada	Stanbridge Station, Brome-Missisquoi, QC	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.6184
MF143357	AL_RAC-SK	RAC-SK	CAN	Canada	Saint-Jean-sur-Richelieu, Le Haut-Richelieu, QC	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.6292
MF143360	AL_RAC-SK	RAC-SK	CAN	Canada	Noyan, Le Haut-Richelieu, QC	2007	2007	2007	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2007.6659
MF143361	AL_RAC-SK	RAC-SK	CAN	Canada	Farnham, Brome-Missisquoi, QC	2008	2008	2008	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2008.1096
MF143362	AL_RAC-SK	RAC-SK	CAN	Canada	Noyan, Le Haut-Richelieu, QC	2008	2008	2008	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2008.1237
MF143363	AL_RAC-SK	RAC-SK	CAN	Canada	Sutton, Brome-Missisquoi, QC	2008	2008	2008	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2008.1411
MF143364	AL_RAC-SK	RAC-SK	CAN	Canada	Noyan, Le Haut-Richelieu, QC	2008	2008	2008	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2008.1970
MF143365	AL_RAC-SK	RAC-SK	CAN	Canada	Farnham, Brome-Missisquoi, QC	2008	2008	2008	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2008.1894
MF143366	AL_RAC-SK	RAC-SK	CAN	Canada	Saint-Georges-de-Clarenceville, Le Haut-Richelieu, QC	2008	2008	2008	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2008.2444
MF143368	AL_RAC-SK	RAC-SK	CAN	Canada	Sainte-Sabine, Brome-Missisquoi, QC	2008	2008	2008	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2008.4262
MF143369	AL_RAC-SK	RAC-SK	CAN	Canada	Henryville, Le Haut-Richelieu, QC	2008	2008	2008	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2008.4808
MF143370	AL_RAC-SK	RAC-SK	CAN	Canada	Ange-Gardien, Rouville, QC	2008	2008	2008	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2008.5000
MF143371	AL_RAC-SK	RAC-SK	CAN	Canada	Saint-C_saire, Rouville, QC	2008	2008	2008	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	QC.2008.5001
MF143373	AL_RAC-SK	RAC-SK	USA	United States	Cabot, Washington, VT	2005	2005	2005	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	VT.2005.0215
MF143374	AL_RAC-SK	RAC-SK	USA	United States	St. Johnsbury, Caledonia, VT	2006	2006	2006	11925	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	VT.2006.0104
MF143375	AL_RAC-SK	RAC-SK	USA	United States	Stowe, Lamoille, VT	2006	2006	2006	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	VT.2006.0108
MF143379	AL_RAC-SK	RAC-SK	USA	United States	St. Albans City, Franklin, VT	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	VT.2007.0342
MF143380	AL_RAC-SK	RAC-SK	USA	United States	Fairfield, Franklin, VT	2007	2007	2007	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	VT.2007.0380
MF143381	AL_RAC-SK	RAC-SK	USA	United States	Burlington, Chittenden, VT	2007	2007	2007	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	VT.2007.0392
MF143385	AL_RAC-SK	RAC-SK	USA	United States	North Hero, Grand Isle, VT	2007	2007	2007	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	VT.2007.0489
MF143386	AL_RAC-SK	RAC-SK	USA	United States	Danville, Caledonia, VT	2007	2007	2007	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	VT.2007.0496
MF143393	AL_RAC-SK	RAC-SK	USA	United States	South Hero, Grand Isle, VT	2009	2009	2009	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	VT.2009.0092
MF143397	AL_RAC-SK	RAC-SK	USA	United States	Essex, Chittenden, VT	2009	2009	2009	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	VT.2009.0136
MF143398	AL_RAC-SK	RAC-SK	USA	United States	Craftsbury, Orleans, VT	2009	2009	2009	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	VT.2009.0146
MF143399	AL_RAC-SK	RAC-SK	USA	United States	Franklin, Franklin, VT	2009	2009	2009	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	VT.2009.0164
MF143401	AL_RAC-SK	RAC-SK	USA	United States	Williston, Chittenden, VT	2009	2009	2009	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	VT.2009.0194
MF143402	AL_RAC-SK	RAC-SK	USA	United States	Grand Isle, Grand Isle, VT	2009	2009	2009	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	VT.2009.0352
MF143404	AL_RAC-SK	RAC-SK	USA	United States	Greensboro, Orleans, VT	2009	2009	2009	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	VT.2009.0423
MF143405	AL_RAC-SK	RAC-SK	USA	United States	Franklin, Franklin, VT	2009	2009	2009	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	VT.2009.0428
MF143408	AL_RAC-SK	RAC-SK	USA	United States	South Burlington, Chittenden, VT	2010	2010	2010	11923	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	VT.2010.0054
MF143409	AL_RAC-SK	RAC-SK	USA	United States	Burlington, Chittenden, VT	2010	2010	2010	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	VT.2010.0089
MF143415	AL_RAC-SK	RAC-SK	USA	United States	Burlington, Chittenden, VT	2011	2011	2011	11924	12-Sep-2017	08-Jun-2021	Procyon lotor	28820138	VT.2011.0198
MG562518	AL_RAC-SK	RAC-SK	USA	United States	-	2003	2003	2003	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	MA.2003.5142
MG562519	AL_RAC-SK	RAC-SK	USA	United States	-	2003	2003	2003	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	NH.2003.5152
MG562520	AL_RAC-SK	RAC-SK	USA	United States	-	2003	2003	2003	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	NH.2003.5154
MG562522	AL_RAC-SK	RAC-SK	USA	United States	-	2003	2003	2003	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VA.2003.5213
MG562523	AL_RAC-SK	RAC-SK	USA	United States	-	1990	1990	1990	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	NY.1990.2072
MG562524	AL_RAC-SK	RAC-SK	USA	United States	-	1990	1990	1990	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	NY.1990.5015
MG562525	AL_RAC-SK	RAC-SK	USA	United States	-	1992	1992	1992	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	NY.1992.0394
MG562526	AL_RAC-SK	RAC-SK	USA	United States	-	1995	1995	1995	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	NY.1995.0364
MG562527	AL_RAC-SK	RAC-SK	USA	United States	-	2003	2003	2003	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	NY.2003.1734
MG562528	AL_RAC-SK	RAC-SK	USA	United States	-	2003	2003	2003	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	NY.2003.2059
MG562529	AL_RAC-SK	RAC-SK	USA	United States	-	2003	2003	2003	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	NY.2003.3040
MG562530	AL_RAC-SK	RAC-SK	USA	United States	-	2003	2003	2003	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	NY.2003.7854
MG562531	AL_RAC-SK	RAC-SK	USA	United States	-	2003	2003	2003	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	NY.2003.7914
MG562533	AL_RAC-SK	RAC-SK	USA	United States	-	2003	2003	2003	11923	06-Oct-2018	06-Oct-2018	Procyon lotor	-	NY.2003.7990
MG562534	AL_RAC-SK	RAC-SK	USA	United States	-	2004	2004	2004	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	NY.2004.1046
MG562535	AL_RAC-SK	RAC-SK	USA	United States	-	2004	2004	2004	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	NY.2004.1247
MG562536	AL_RAC-SK	RAC-SK	USA	United States	-	2004	2004	2004	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	NY.2004.1705
MG562537	AL_RAC-SK	RAC-SK	USA	United States	-	2004	2004	2004	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	NY.2004.2620
MG562538	AL_RAC-SK	RAC-SK	USA	United States	-	2004	2004	2004	11923	06-Oct-2018	06-Oct-2018	Procyon lotor	-	NY.2004.4138
MG562539	AL_RAC-SK	RAC-SK	USA	United States	-	2004	2004	2004	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	NY.2004.5339
MG562542	AL_RAC-SK	RAC-SK	USA	United States	-	2004	2004	2004	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	NY.2004.8403
MG562543	AL_RAC-SK	RAC-SK	USA	United States	-	2010	2010	2010	11923	06-Oct-2018	06-Oct-2018	Procyon lotor	-	NY.2010.0729
MG562544	AL_RAC-SK	RAC-SK	USA	United States	-	2010	2010	2010	11923	06-Oct-2018	06-Oct-2018	Procyon lotor	-	NY.2010.0775
MG562546	AL_RAC-SK	RAC-SK	USA	United States	-	2010	2010	2010	11923	06-Oct-2018	06-Oct-2018	Procyon lotor	-	NY.2010.5433
MG562548	AL_RAC-SK	RAC-SK	USA	United States	-	2011	2011	2011	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	NY.2011.0007
MG562549	AL_RAC-SK	RAC-SK	USA	United States	-	2011	2011	2011	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	NY.2011.0042
MG562550	AL_RAC-SK	RAC-SK	USA	United States	-	2011	2011	2011	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	NY.2011.0560
MG562553	AL_RAC-SK	RAC-SK	USA	United States	-	2011	2011	2011	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	NY.2011.2001
MG562555	AL_RAC-SK	RAC-SK	USA	United States	-	2005	2005	2005	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2005.0142
MG562556	AL_RAC-SK	RAC-SK	USA	United States	-	2005	2005	2005	11925	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2005.0167
MG562557	AL_RAC-SK	RAC-SK	USA	United States	-	2005	2005	2005	11925	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2005.0212
MG562559	AL_RAC-SK	RAC-SK	USA	United States	-	2005	2005	2005	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2005.0270
MG562560	AL_RAC-SK	RAC-SK	USA	United States	-	2005	2005	2005	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2005.0274
MG562561	AL_RAC-SK	RAC-SK	USA	United States	-	2005	2005	2005	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2005.0275
MG562562	AL_RAC-SK	RAC-SK	USA	United States	-	2005	2005	2005	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2005.0277
MG562563	AL_RAC-SK	RAC-SK	USA	United States	-	2005	2005	2005	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2005.0296
MG562564	AL_RAC-SK	RAC-SK	USA	United States	-	2006	2006	2006	11923	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2006.0147
MG562565	AL_RAC-SK	RAC-SK	USA	United States	-	2006	2006	2006	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2006.0161
MG562566	AL_RAC-SK	RAC-SK	USA	United States	-	2006	2006	2006	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2006.0173
MG562568	AL_RAC-SK	RAC-SK	USA	United States	-	2006	2006	2006	11925	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2006.0245
